,message,label
631,뒷경기도 꽉일 확률 높은데 어카냐..,1
632,잘한다 역시 ㄷㄷ,1
633,쇼메야 라인전만 넘기자,1
634,즙갈화이팅!!!,0
635,잭스는? 그다음은? 가만히 있으면 상대는 한화인데...,1
636,전캐 클템&꼬꼬갓 해설 3분 감사드립니다,1
637,신 상 혁,1
638,탑트페는ㅋㅋㅋㅋ,1
639,"빡겜하기엔 신인도 있고 브리온보면 이긴적이 한번도 없어서 봐주면서 하는거자나,,",1
640,캐리아 씹 ㅋㅋㅋㅋ,0
641,즐기는거지~,1
642,쇼메이커 빼고 다 못하는데,1
643,88848^,0
644,어디 무관 따위가 나대냐,0
645,도전하는 모습이 멋지다,1
646,머가 어설프냐,1
647,우는거 지적하는 애들 다 사라졌으면 ㅋㅋㅋㅋㅋ 그냥 보면 되지 지적질 ㅋㅋㅋ 더럽다,0
648,ㅅㅇㄱㅇ ㅅㅇㄱ,1
649,'무관중'의 왕 쇼메이커 vs '무관' 중의 왕 쵸비,1
650,끼얏호우와 막상막하 ㅋㅋㅋㅋ,1
651,애초에 경기 얘기도 안하는건 젠지팬임 이와중에도 슼만 욕함 쟤들은 팬이 아님 그냥 티원까기용 가면임,0
652,어라?,1
653,지우 너무 못해 요즘,0
654,티원이 우승할거 같으면 고양이추,1
655,Fox 비사아아아아앙 !!!!! ,1
656,ㅋㅋㅋㅋ,1
657,여기서도 싸우네 티원 젠지 ㅋㅋㅋ,1
658,미드 5밴 ㄷㄷ,1
659,그저 ㅋㅋㅋㅋㅋㅋ joat,0
660,아이고….,1
661,88848,0
662,픽이 온세상이 젠지픽이네,1
663,라스칼 쫌 그냥 들어가면 되는데,1
664,아니,1
665,시팅받은 탑이 넘 못해줌,1
666,신상혁,1
667,구마 : (딸깍) 쉽네,1
668,우와 진짜 여러가지로 대단하다 둘다....,1
669,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ신입새기가 어디서 따봉질이냐,0
670,하얀 고양이 바보,1
671,그 오더,1
672,퍼펙트한 범인,1
673,ㄱㅇㅇ,1
674,퍼펙트가 크산테로 제우스 럼블한테 개쳐맞은거 그대로 보여주네 ㅋㅋ,0
675,저거 서폿아니야 ㅠㅠ,1
676,불 잘 따고 갔다,1
677,20연승 ㅋㅋㅋㅋㅋㅋㅋㅋ 대-상혁,1
678,궁판정 진짜 씹사기네 ㅋㅋ,0
679,관중 익룡들 없으면 한없이 강해지는 진짜팀들 끼리 붙었네 ㄷㄷㄷ 근대 특정 팀이 관중 함성소리고 맵핑했다는게 사실임?? ㄷㄷㄷ 끼에에에엑 이거가 다이브 치는거랑 관련해서 특정 팀 선수에게 전달해주는 싸인이라는데 ㄷㄷㄷㄷㄷㄷ,0
680,도란이 너무 선넘긴 했네,1
681,그냥 던지노 ㅋㅋㅋ,1
682,광동소리질러 ㄷㄷ,1
683,T1이 지는이유 = 이겨야할 라인전을 밀리고 집타임 꼬여서 오너 오브젝트 동선이 말림,1
684,든버지…,1
685,무생무치 ㅇㅈㄹ ㅋㅋㅋㅋㅋㅋ,0
686,롤드컵 우승팀에게 상식타령하는거 개웃기넼 ㅋㅋㅋ,1
687,또 노틸이네 아이고,1
688,이번건 걍 한화가 ㅈㄴ 못한듯,0
689,top gsp,1
690,도황 보여줘!,1
691,언제쩍 테디야 s급은 몇년전에 내려왔는데,1
692,ㅏ,1
693,윌러 개잘생겼네,1
694,ㄹ,1
695,이거 페이커였으면 무조건 만장일치 pogㅋㅋㅋㅋ,1
696,시켜,1
697,메시가 챔스우승을 네번 했노 ㅋㅋㅋㅋ 메시 올려치기 자제좀,1
698,애널 ㄷㄷ,1
699,와 피터 스킬 ㅋㅋㅋ,1
700,세라핀 감정표현 개귀엽네ㅋㅋㅋ,1
701,ㅇㅅㄴㅅ,1
702,아니 세상에,1
703,042 대전 탈리야 ㄷㄷ,1
704,??,1
705,머냐,1
706,역시 유관미드,1
707,루시드가 캐니언을 압살하네 ㅋㅋ,1
708,걍 도란이랑 딜라이트 얘넨 고점임,1
709,6유충 ㄷ,1
710,와 저게 살아?,1
711,대니언,1
712,카르마 ㅋㅋㅋ,1
713,중국겜 왜 봄?,0
714,드븐 좀 에반게,1
715,대상혁,1
716,담기가 2승 5패라니,1
717,대상혁,1
718,"""아 그거 그렇게 하는거 아닌데“",1
719,에이밍의 스테틱 ㄷㄷ,1
720,포비야 오랜만이다,1
721,듣는척이라도 해라,1
722,삼성 젠지 맞다 ㅋㅋㅋ 그팬들 억까 못해서 안달이노,0
723,이판 딮기 지면 딮기팬 개흑화할듯,1
724,1세트 파케르,1
725,쵸비가 아지르를 하네 ㄷㄷ,1
726,전 원딜 현 원딜,1
727,엑세큐트 죠오온나게 못하네 2군 가야겠네,0
728,와 불독 딜,1
729,888888,0
730,쵸비상,1
731,ㅋㅋㅋㅋㅋ,1
732,인피on,1
733,뭐야 하고있었음???,1
734,아아아악,1
735,밤끝나오면 선고 봉인이라서 못잡음ㅋㅋㅋㅋㅋ,1
736,대 마 우ㅠ 시,1
737,킹라챠챠,1
738,양학 제대로 하겠누,1
739,구리 제발 계속하자 ㅠㅠㅠ,1
740,황카,1
741,ㄷㄷㄷㄷㄷ,1
742,ㅈㄱㅊㅇ,1
743,수준 진짜 감동 그자체,1
744,바이퍼 3킬인데 이거 괜찮나,1
745,도란 야비하게 하네 ㅋㅋ,1
746,장난?,1
747,누가이기든 5꽉가즈아,1
748,이게 LPL ,1
749,개 노 잼 ㅋ,1
750,에이밍도 ㅈㄴ잘하네..,1
751,지표차이 ㄷㄷ,1
752,와드 깔아처놓은거 존나 극혐이네,1
753,대상혁,1
754,크산테 ㄴㅍ,1
755,구마유시가 이판 터친다,1
756,/오너화면,1
757,너네는 져라,1
758,미드 탑 힘으로 가는건데 뭔 ㅋㅋ 픽 보면 모르나,1
759,국제전 무관 젠지 ㄷㄷ,0
760,개 못싸우네;;;,1
761,정훈 헤나는 확실히 맛있네,1
762,아무나 싸워라~~~!,1
763,ㅁ광고 ㅋㅋㅋ,1
764,라코에서 나와서 사과해야지 왜 캐스터가 사과하냐 ㅋㅋㅋ,1
765,우쓰야!!! :green_heart:,1
766,에포트보고 무색무취라 하네ㅋㅋ,1
767,와 카리스,1
768,캬~,1
769,개 바르네ㅡ..ㅡ,1
770,디플 잘하면 젠지 이기는 거 아니냐 진짜,1
771,꼬꼬 민심봤나보네,1
772,전령 LIVE ㅋㅋㅋㅋㅋㄱ,1
773,ㄴㅈ,1
774,아니 여러분들 어차피 올해 lck우승은 젠지입니다 그저 대 황 젠,1
775,너 궁 쩔더라 ㅋㅋㅋㅋㅋ,1
776,누가 이김?,1
777,인정 쏘리 마이 배드,1
778,봇듀 개못한다.. .,0
779,?,1
780,대 마 유 시,1
781,새삼 롤드컵 우승 한번도 못한 초비가 괘대평가 받는게 참 대단하다고 느껴지네~~,0
782,딮기보다 못하는 티원,0
783,엔비도 ㅈㄴ못함 걍 다 문제임,0
784,익룡 화이팅,1
785,알리는 진짜 칼픽임 ,1
786,대장균,1
787,한판 남았어 ㅋㅋㅋㅋㅋ,1
788,켈황ㅋㅋ,1
789,롤 최고의 씨씨는 에어본이지 모르면 롤 알못,1
790,엔비한테 스몰더 주지말라 진짜 ㅋㅋ,1
791,무조건 기인임,1
792,캐니언도 캐리 정글 주라고,1
793,김동준 몇번이나lck 복귀하려고 노력했는데 lck에서 안받아줌,1
794,노틸 왜그래ㅠ,1
795,페이커는 쵸비처럼 ad로 싸워야지,1
796,커즈는 진짜 광동의 상수네;;,1
797,젠지는 경기를 안하는데 언급이 와이리 많누,1
798,미드 애니 요즘 좋나요?,1
799,지우 퍼펙 루시드 에포트 신인들 장난아니네,1
800,대 황 란,1
801,젠지 멸망 ㅋㅋㅋ,1
802,보이루 ㅋㅋ,1
803,태윤 도대체 이팀을 어떻게 ㄷㄷ 국가권력급,1
804,아트록스 개불쌍해..,1
805,영원하라,1
806,대상혁의 호적수는 쵸비뿐이다,1
807,합법페드립ㅋㅋㅋㅋㅋ,1
808,결과 유출됨 25분에 바론 한타에서 대상혁 접속하더니 1대10으로 한타 이기고 바론먹으니까 양쪽 넥서스 터지면서 티원 승으로 끝남;,1
809,고버지ㅜㅜㅡ,1
810,광동은 강팀이네,1
811,대상혁,1
812,든버지,1
813,이번시즌은 다 녹방으로 진행한다 했으,1
814,1557 88848 치시는분들 ppt 케첩떠서 핫도그로 보냅니다.. 조심하세요.. 최후의 경고입니다..,0
815,"우디르를...,",1
816,OTL,1
817,젠지뻬고 다걸리는 젠 도 스,0
818,미드 캐리 기대할게요?,1
819,하품해 감히?,1
820,닐라해 걍,1
821,ㅇ어제부터 ...상위권 팀 경기력 미쳤네,1
822,제우스 아트 개똥캐릭왜주냐,1
823,?,1
824,딜라이트 존잘이네,1
825,표식 벽 ㅋㅋㅋㅋ,1
826,착취아지르임?,1
827,캐니언 > 오너,1
828,ㅋㅋㅋㅋ 도란,1
829,닌바덤,1
830,조용좀해라 진짜 교육을못받았냐 너네는,0
831,e,1
832,88848의 그4도 상대가 DK여서 올라간거임.. 레알 내수전용,0
833,아 개재미없다,1
834,졌다 케티 ㅋㅋㅋㅋㅋㅋ,1
835,님들 용준좌 한달연봉 얼마에요???,1
836,자야도 단식하네,1
837,라이언킹에서 나올꺼 같은 음악인데,1
838,진짜 직관러인데 원래 5분뒤에 경기 재개하려고 했는데 실시간채팅자 의견 반영해서 재경기 시작할 거라네여,1
839,2014년 준우승자 인섹인디...,1
840,야상혁,1
841,두두두ㅜ둗두두두두두두ㅜ,1
842,KDF Scout,1
843,와 탑정글 ㄹㅇ 사람이 아니네,0
844,세나 있었음?,1
845,틴트,1
846,쵸비머하냐진짴ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
847,뚜벅이챔 하는 제우스 + 오늘 최저점 뜬 오너 + 메이킹 안되고 포킹못하는 코르키 뽑은 페이커,0
848,엄디디랑 베릴 왜이러냐,0
849,쇼메이커 오늘 일낸다,1
850,꼬감 왤케 귀엽냐 ㅋㅋ,1
851,하자 있으면 상자있음?,1
852,88848,0
853,3대떡으로만 지지 말자 ,1
854,1557,0
855,레전드네 ㅋㅋㅋㅋ,1
856,트페 패시브땜에 자야랑 코어 하나 차이나네ㅋㅋㅋㅋ,1
857,제우스 ㅋㅋㅋㅋ,1
858,존야가 아쉽게 되버렸네,1
859,ㅇㅅㅇ 채팅 치지 말라는 애들 특징 일부로 채팅권 5분 없애기 위함임 참고,1
860,오,1
861,고버지,1
862,돼,1
863,T1 뭐 돼??,1
864,미드 카르마인데 ,1
865,불 잘하네,1
866,1557 ㄲㄲㄲㄲ,0
867,씨맥 명장병인가,0
868,베이비 코르키~,1
869,루시드 때문에 ㅈㄹ났네 ㅋㅋㅋㅋ800원헌납해서 이꼴 났노 ㅋㅋ,0
870,노틸 궁으로 한번 딱 찍으니까 나갈 수가 없구나,1
871,자르반 어디있음?,1
872,라이븐데 먼 녹발 ,1
873,킹겐이랑 제카네ㅋㅋㅋㅋㅋㅋㅋㅋ,1
874,불독ㅋㅋㅋㄱ,1
875,불 화이팅 선규야 힘내라 2ㄷ1로 이기자,1
876,그냥 폰 자체가 버벅거려버리는데?,1
877,운영 잘하는 DK..,1
878,비디디 연차에 비해 탈리야를 못하네,1
879,든든 레전드,1
880,88848,0
881,대상혁 케리아 소환술 ㄷㄷ,1
882,10상혁,0
883,?,1
884,이야 이건아니지 차비도 줘라,1
885,국제 대회 성적이요 8강 8강 8강 룰러(4강) 8강,0
886,오너가 참 잘해,1
887,[제우스는 반드시 캐리한다],1
888,? 뭐함,1
889,잭필패의 패배의 기운이...,1
890,대 상 혁,1
891,한화팬은 익숙한 노래 나는 행복합니다,1
892,딜라이트 꽉차노ㅋㅋㅋㅋㅋ,1
893,오리아나가 왜 앞라인에 서냐 ㅋㅋㅋ 진짜 불독수준 미치겠네 아트는 완전 삥돌아와서 그냥 걷다가 한타끝나고 애휴 ㅋㅋㅋㅋㅋ,0
894,원딜이 태윤인데 어캐이기냐고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ឵឵឵,1
895,이거 라이브 맞냐 얘들아?,1
896,블랭크 호빵맨 됬누 ㅋㅋㅋ,1
897,딜이 ㅋㅋㅋㅋㅋㅋ,1
898,개이쁘다,1
899,굿,1
900,눈썩는다ㅋㅋ,1
901,노틸이 KT 탑정글원딜이랑 딜이 비슷 ㅋㅋ,1
902,졌잘싸지 상대가 담원이잖아,1
903,애니 왤케 귀엽냐. 볼에 뽀뽀 쪽:kissing_cat:해주고 싶네,1
904,크트 오늘 일내나...?,1
905,코르키는 대상혁만 하는걸로 개못하네 진짜 ㅡㅡㅡㅡㅡ,0
906,세나는 잘크면 세나?,1
907,1 5 5 7 - 8 8 8 4 8 많 은 주 문 부 탁 드 립 니 다 .,0
908,그래도 고명석이보다 잘함 ~,1
909,대활 슼,1
910,농심 지렷다,1
911,와 ㄷㄷㄷ,1
912,2023에 멈춰있는 팬으로써 좀 심란하네,1
913,사와디캅 ㅋㅋㅋ,1
914,와앀ㅋㅋㅋㅋ,1
915,drx 브리온은 진짜.. 그냥 나가라,1
916,이상혁을 까?? 담궈야지,1
917,킹겐ㅋㅋㅋ,1
918,켈린스만 ㅋ,1
919,pog 쵸비지,1
920,세텝 어휴,0
921,페이즈가없는세상에서 최고의 신인 지우,1
922,저거 말파가 탄줄알았네 ㅋㅋㅋ,1
923,888룰8 888룰8 888룰8 국 제 전 무 관,0
924,우디르 ㅋㅋㅋㅋ,1
925,경기 시작 전이라 ㅇㅅㅇ 무새들 없네 좋다,1
926,라칸궁은 왜?,1
927,모거건~,1
928,ㅋㅋ티원 정신차린거 개웃기네,1
929,ㄹㅈㄷ ,1
930,어그러좀,1
931,티원 화이팅 LPL 젠지 중국 팀 박살내보자,0
932,광동은 어떻게 강팀이 되었는가,1
933,22 Drx vs 24Drx 데프트 vs 테디,1
934,벌써 9킬 치열해..,1
935,신 짱 비,1
936,한화생명화이팅,1
937,이걸 이겨?,1
938,감 동 란,1
939,명상혁 ㄷㄷ,1
940,1557 ㅋㅋㅋㅋㅋㅋㅋ T1 팬들 잘가요~~ ,0
941,ap가 많으니까 더 힘드네 한화 ㅋㅋㅋ ad는 4ad여도 되는데,1
942,세나가 서폿템 샀는데 cs먹나....,1
943,갓담담 당신은 도대체...,1
944,젠첩들 성희롱 돌았네 인간맞음?,0
945,ㅇㅈㅇ,1
946,1세트의 t1,1
947,4대 미드 ㄷㄷ,1
948,디펜딩 챔피언 ㅋㅋㅋ 우리는 월드챔피언인데 ㅋㅋㅋ,1
949,ㅈㄴ 잘생겼메,1
950,진짜 ㅈ같은 구호 아직도 대체 언제 없앨 생각인지,0
951,88848 작작쳐라 전부다 캡처중이다.,0
952,줌마 군단,1
953,대 황 겐,1
954,이걸 버티네,1
955,아아악 LPL의 호랑이 줴엔지가아아악!!,1
956,총든 마이 또 나오네.ㅋㅋ,1
957,와 클로저 이즈보고 점멸쓴거 멋졋다,1
958,1+1 이벤트,1
959,애초에 상식적으로 시간 꼬라지봐서 광브 경기를 하겠냐 이것들아!? ㅋㅋㅋㅋㅋ,1
960,왜 메타 역주행 하는겨 ㅋㅋㅋ,1
961,캐년 행복해보이네...,1
962,한화도 롤드컵은 가겟네,1
963,역시 무관중은 쇼황 ㅋㅋㅋ,1
964,? 별룰이다있네,1
965,테디 폼 나락갔네,0
966,ㅋㅋㅋㅋㅋ,1
967,노틸이 나 죽여 했는데 정작 다른 캐가죽엏ㅇ네ㅋㅋ,1
968,이제 담원은 진짜 최약팀이구나...,1
969,진짜 쵸비가 잘하긴 한다 ㅋㅋㅋ,1
970,렉 뭐야,1
971,얼마나 꿀빠는 곳을 갔길래 준위를 보냐 ㅋㅋㅋ ,1
972,딜,1
973,그래도 군면제는 누가 받았지?ㅋ,1
974,언제 잡히노 ㅋㅋㅋㅋㅋ,1
975,정글링 기계 ㄷㄷ,1
976,쵸비한테 왜 자꾸 아지르 주는,1
977,케리아 pog 노리고 겜하네 ㅋ,1
978,노딜,1
979,정글은 초반에 제우스가 풀어준거지,1
980,젠첩분들 피어엑스 응원 하는거 보니우리도 KT 응원합니다,0
981,목격자 쇼뭬이캬,1
982,ㅅㅅㅅㄱ,1
983,티원이 젠지한테 쳐발리는거마냥 숨도못쉬노 ㅋㅌㅋㅋ,0
984,샷건의 지평선 잘쓰네,1
985,역시 히라이의 보석함,1
986,아니 서풋딜이 가장 높아 ㅋㅋㅋ,1
987,t1이 이기면 어거지로 이긴거고 젠지가 이기면 캐리한거라는 우리의 젠첩,0
988,찌엔쥐 월즈 챔피언 타이틀에 열등감이 너무 심해ㅠㅠ 잘했으면 BLG한테 졌겟냐,0
989,한 반 두,1
990,카르마 살짝 맛 간것같기도하고,1
991,ㄹㅇ 붕붕 뜨네 뽀삐w에 ㅋㅋㅋ,1
992,"경기 녹방, 해설 라이브",1
993,카리스가 킬 먹은건 걍 0킬이랑 똑같음 어차피ㅋㅋㅋㅋ농심도 신경 안쓸듯,0
994,배리나..엄청 이뻐졌던데,0
995,유관행동ㅋㅋ,1
996,젠지 4강딱 나이스 ㅋㅋ,0
997,자바따 ㅡㅅㅡ,1
998,ㄷㄷㄷㄷ유출,1
999,방광!! 칼리스타 아기 아리... 지렸다,1
1000,1557,0
1001,흙이즈 ㄷㄷ,1
1002,킹상혁은 도대체 언제 저점 나오냐고 ,1
1003,신상혁,1
1004,젠지팬 : 정상 / 젠첩 : 개ㄸㄹㅇ,0
1005,밴픽 너무 구렸음 뭔 렐 룰루야,1
1006,키산테 미쳣네,1
1007,치지직 왜이럼 ,1
1008,88888888888,0
1009,여기서 리플운,1
1010,오너 대신 오우거 나옴 ,1
1011,와 레전드ㅋㅋㅋㅋㅋㅋ이걸 지금하네,1
1012,불독 너프먹었노,1
1013,갓케리아,1
1014,제리타임 ㅋㅋㅋ,1
1015,대단한 청년들.,1
1016,딮기 승,1
1017,오늘 제카 요네 사일 아칼리나옴,1
1018,ㅋㅋㅋ슈퍼스타 구마유시,1
1019,지금부터 거울 보시는 분들은 모욕죄로 셀프고소 부탁드립니다.,1
1020,패배,1
1021,페이즈 사고없이 크는거 보면 뭐,1
1022,진짜경기나온다,1
1023,아니 진짜 머임? 언제 시작함,1
1024,젠지 화이팅~,1
1025,펭구귀여웡,1
1026,대상혁 ㅋㅋㅋㅋㅋㅋㅋ,1
1027,쇼메아녀? ㅋㅋㅋㅋㅋ,1
1028,어제 따이후앙찌엔 숨도 못쉬고 털렸던데 껄껄껄 88848,0
1029,방금 들와서ㅠ봤는데 아지르 왜 글로벌밴임???,1
1030,707,1
1031,광동 보여줘라!,1
1032,대 상 혁,1
1033,아니 왜또블루야 기인 5픽해야 이긴다늗네,1
1034,아프면안된다 흐름좋은데 ㅠ,1
1035,MSI 5년동안 우승 못해서 이번엔 좀 했으면 좋겠다 티원이나 젠지 아무나 ,1
1036,존잼이네ㄹㅇㅋㅋㅋ,1
1037,윌러 두두 아서 모건 롤드컵 보낸게 쵸비 ㅋㅋ,1
1038,오리아나가 젤 앞에 있노,1
1039,밀리오 뽑으면 라인전이 밀리오 엌ㅋㅋㅋㅋ,1
1040,무빙은 역시켈황ㅋㅋ,1
1041,우취임?,1
1042,멀티의신브금 ㄷㄷ,1
1043,fox 1-1 일껄?,1
1044,채팅창 보다보면 어그로에 진지하게 화내는애들 몇몇 보이는데 왤케 웃기냐 ㅋㅋㅋ 한심하게 어그로 끌리네 ㅋㅋ 수준 보인다,0
1045,서폭템 안사???,1
1046,역시 역전은 켈황 ㅋㅋ,1
1047,루밀은 절대 못주지,1
1048,대 황 겐,1
1049,ㅇㅅㅇ,1
1050,더블피스 ㄷㄷ,1
1051,ㅋ,1
1052,엄청 팽팽하다 다른 의미로,1
1053,ㅁㅍ,1
1054,젠지 밴픽 망한듯 ㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈ,1
1055,리신 쳐뭐하냐,1
1056,한화 단체로 술한잔 하고옴?,1
1057,ㅇ ㅅ ㅐ,1
1058,수빈아 5꽉 맞냐?,1
1059,라인전 왜이리 못하냐,1
1060,스몰더 좀 센데?,1
1061,광고 야이씨,1
1062,진짜 동부팀들 하나같이 못하네,1
1063,동부 팀들은 걍 다 똑같다고 보면 된다 ㅋㅋ 그날 컨디션 좋은 애들이 이김,1
1064,솔직히 2강아닌가,1
1065,중국팀이 왜 lck에 있지;;,0
1066,광동 분위기가 너무 안좋다,1
1067,세체정 카나비!,1
1068,23분만에 4용이네,1
1069,쇼메 폼 빨딱 섰네,1
1070,헤나 여기서도 1옵션?,1
1071,제카 코르키...,1
1072,브리온이 2대1로 이겼네;;;,1
1073,지 창 욱,1
1074,"오늘밴픽도좋았다,,",1
1075,구마유시 스펠만 보면 트롤이네 ㅋㅋㅋ,1
1076,아트록스 가야지,1
1077,퍼펙트가 진짜 너무못함,1
1078,/시점 베릴,1
1079,ㅇㅅㅇ,1
1080,아니 애초에 겜이 앙대~! 수상이력부터 달라~ LCK10회우승 월즈 4회우승하고 그담에 채팅치거랏~,0
1081,bull 이강인인줄,1
1082,브>광>젠,1
1083,대 황 우스,1
1084,ㅈㅈ,1
1085,베인 누가 막노 진짜 ㅋㅋㅋㅋ 제리 5대맞으면 죽을거같은데 이젠 ,1
1086,진짜 오만하네 애니로 잘한것도 아니고 애니픽을 박네,1
1087,기인이형아 흥분하지말고 오늘 꼭 성불하자 끝ㄲ따지 화이팅,1
1088,젠지 1겜만따도 서부팀임,1
1089,아니 얘들은 아트 카운터가 요네라고 생각하는거임 ?ㅋㅋㅋ ,1
1090,1557,0
1091,페초리모드 시작,1
1092,대 실 비 김 치,1
1093,대상혁,1
1094,기인고사 문제오류 ㄷㄷ,1
1095,여기는 ㅋㅅㅋ같은거 하는사람 없어서 좋다 ㅎ,1
1096,든버지 ㅋㅋ,1
1097,유출머노,1
1098,개잘하노 ㅋㅋ,1
1099,빨빨빨싸빨,0
1100,베리릴 말랐을때 개 잘생김,1
1101,기프트 ㄷ ㄷ ,1
1102,그 미드랑 역시 다른 쵸비 1557,0
1103,보인다.. 리신 슈퍼토스에 아지르가 넘기고 럼블 이퀄 위에서 드븐 킬,1
1104,젠지는 맨날 쳐눕는픽만해서 재미가없음,0
1105,천상강림 개웃기네 ㅋㅋ,1
1106,멸망전 드가자~,1
1107,힘내라고 해준사람 너무 고마워 잊지 않을게,1
1108,딜라이트 던지네 ㅋㅋㅋ,1
1109,플 예측인듯,1
1110,직스전략,1
1111,1r >>광고 찍느라 메타파악 못했다 핑계/2r>>루나미 고집해서 졌다 핑계,1
1112,오늘 간사람들 ㅋㅋㅋㅋㅋㅋ,1
1113,t1 viper 오자 ㅜ,1
1114,우디르 어케 죽음?ㅋㅋ,1
1115,무관행동 젠지,1
1116,건죽간 ㅋㅋㅋㅋ,1
1117,와 진짜 페지르는 인정이다,1
1118,zㅋㅋㅋㅋㅋㅋ,1
1119,애쉬는 밴만했네,1
1120,대 상 혁,1
1121,기드온뭐하노,1
1122,탈리야 노플 어펠 노플 룰루 노플 용은 디플꺼다 ㅌㅋㅋ,1
1123,씨맥은 빠다 드는게 아니고 맞아야 할 것 같은데 1세트 발리고도 카르마를 또 시켜?,0
1124,제우스 라인ck에서 원딜하다 망하지 않앜ㅅ나 ㅋㅋㅋ,1
1125,넛신,1
1126,손절 ㅋㅋㅋㅋㅋㅋㅋ,1
1127,안죽었어도 먹었는데 시간끈거라는 아이언 훈수 ㅋㅋㅋ,1
1128,ㅇㅅㅇ,1
1129,ㅋㅋㅋ모야케이티졌냐?ㅋㅋㅋㅋㅋㅋㅋ,1
1130,든든 ㄷㄷ,1
1131,테디는 이럴때도 항상 백무빙을 하네 신기,1
1132,캬,1
1133,근데 드레이븐이 문제에요,1
1134,ㅅㅎ,1
1135,아니 장로스마저걸지냐..,1
1136,제우스 오너 때문에 진다 진짜,1
1137,존야몰더 ㄷㄷ,1
1138,대상혁,1
1139,몇시에 경기인가요 여러분들??,1
1140,클로저가 걍 다피해버림 ㅋㅋ,1
1141,바텀 2차 다이브 범인 나와라,1
1142,아직도 안끝남? 레전드다,1
1143,아니 이건 오로지 미드차이 하나로 이겼네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
1144,왜 자꾸 스몰더를 해서 누우면서 다른 라인 다 망치네 ㅋㅋ,1
1145,와리충 쳐긁혀서 발작 ㅠㅠ 하지만 팀팬 익룡이라고매도하는 건 오직 젠찹인게 팩트인걸 ...,0
1146,경기 안하냐?,1
1147,제리 크는동안 렉사이가 통나무 혼자 들고 온게 대단하긴 하다 ㅋㅋㅋ,1
1148,젠지가 진짜 ㅈㄴ 쌔긴 하다,0
1149,제발티원,1
1150,리헨즈 진짜 ㅋㅋㅋㅋㅋ,1
1151,ㅁㅍ,1
1152,스타1 처럼 따로 네트워크로 해야한다니까;;,1
1153,도란한테지노ㅋ,1
1154,통모짜~~~~~~,1
1155,혹시 구호가 몬가용??,1
1156,엄티장군님 그립습니다,1
1157,니 제리는 유통기한 잇겟지 플레제리니까,1
1158,게임에서 정치이야기하는놈 특징 백수 여드름120키로,0
1159,ㅡㅡ,1
1160,노틸은 게임에 보이질 않네,1
1161,딱보면 모르냐 실험픽 테스트중인거 ㅋㅋ,1
1162,Drx 넘 속상하다ㅠㅠㅠㅠ이겻으면,1
1163,ㄴㅁㅎ,0
1164,"근데 진자 개노잼이였는데,,..",1
1165,Peyz f로 안지은거 후회중 ㅋㅋㅋ 롤에 p넣어봤자 faker 재물이다,0
1166,어차피탈락인데.머가무섭냐디알아,1
1167,잭스 세탁 성공 ㅅㅅ 한건 했다,1
1168,싱크 왜 안맞냐,1
1169,베인템 한방베인이라네요~ 무지개맛보셨죠?,1
1170,신인이슈 ㅋㅋ,1
1171,ㅎㅎ,1
1172,아이고 잔인하네,1
1173,스폰지쓰는게 최선이냐?,1
1174,스타리그 온풍기 때부터 변한게 없노 ,1
1175,세리머니ㅋㅋ,1
1176,와우,1
1177,표기오류입니다~,1
1178,"신인이라,....\",1
1179,88848,0
1180,제드?,1
1181,울프가왜?,1
1182,민속놀이ㅋㅋㅋ,1
1183,ㄴㅇㅅ,1
1184,토속성이 화속성 이기는거아니었어 ?,1
1185,농심 피오지 지우인가요?,1
1186,수상할 정도로 바론에 강한 서포터,1
1187,스위밍 닐라출격!,1
1188,아지르가 저따위로 해도 든든이 비볐으면 그냥 이겼다,1
1189,도란 왜 발리고 쳐 웃고있누 ㅋㅋ,0
1190,재밋엇움 잘햇어,1
1191,꼬옥마햄 7등 ㄷㄷ,1
1192,언제 시작하냐는거 컨셉이죠?,1
1193,궁 너무 대충 쓰네,1
1194,/채팅 제한 2,1
1195,테디가 앞무빙 안쳤으면 그냥 끝났을려나?,1
1196,든버러지는그냥탱챔이나하지전판에똥산레넥이또하고있네,0
1197,안좋네,1
1198,플래시 머임,1
1199,갓 펙 트,1
1200,넥서스(테디)가 터졌다!!1,1
1201,ㅈㅈ,1
1202,라스칼은 신인들이 밉다.,1
1203,티원 화이팅,1
1204,88848,0
1205,중국 대 젠지라 좀 불안하네,1
1206,개거품팀,1
1207,오랜 젠지 팬이 감 왔다 ㅇㅇ 이거 젠지패,1
1208,아 누나 너무 이뽀,1
1209,밀리오 미니언 뭐누,1
1210,대 상 혁,1
1211,아 오늘도 ㅈ밥 대전이네 잠이나 자러가야지,0
1212,노틸만했니?,1
1213,무섭다젠장,1
1214,롤도사,1
1215,88848 쵸비 커리어도 국제 미드 한 14위쯤 캡스도 ㅋㅋ 월즈결승은 감,0
1216,썩소는 역시 켏항ㅋㅋ,1
1217,단 한번을 라인전을 못이기네 미드는,1
1218,차오니마,1
1219,똥이퍼 개못하네,0
